,panda,sea turtle,koala,peacock,lion,dolphin,octopus,snow leopard,quokka,sea otter,honeybee,elephant,kangaroo,penguin,giraffe,orangutan,chimpanzee
12,-7.746625900268555,-9.81581974029541,-7.778512954711914,-7.806005477905273,-5.440016746520996,-1.5899723768234253,-2.0328078269958496,-6.739024639129639,-7.924783706665039,-7.867251396179199,-8.553325653076172,-5.589510917663574,-6.656442642211914,-7.288235664367676,-5.955519676208496,-6.787456512451172,-5.561119079589844
13,-6.818040370941162,-12.666967391967772,-7.926896095275879,-8.513513565063477,-4.739593029022217,-3.3750452995300293,-1.8387922048568728,-5.379807949066162,-7.725728034973144,-9.35780906677246,-9.0814790725708,-6.090153217315674,-6.148108959197998,-7.451449394226074,-4.8202972412109375,-6.868004322052002,-5.478972434997559
14,-7.446903228759766,-8.521308898925781,-6.201738834381104,-7.477874279022217,-3.477535486221313,-3.427687883377075,-1.3086873292922974,-7.034427165985107,-7.192130088806152,-7.048762798309326,-9.815670013427734,-5.394862174987793,-6.4165358543396,-7.600561141967773,-4.7941975593566895,-6.996461868286133,-5.152204990386963
15,-6.9206719398498535,-9.112028121948242,-7.720448017120361,-7.840685844421387,-3.8700881004333496,-2.6411280632019043,-2.055029392242432,-5.985354423522949,-4.624973297119141,-8.175024032592773,-9.31136703491211,-4.568154811859131,-6.987656593322754,-6.64943790435791,-5.048582077026367,-7.591328144073486,-5.677018165588379
16,-6.894998073577881,-8.813173294067383,-7.667366981506348,-7.326122760772705,-2.9719767570495605,-2.5308375358581543,-1.3696107864379885,-6.926975727081299,-7.854918003082275,-9.14071273803711,-8.122589111328125,-4.585557460784912,-6.653416156768799,-6.841203212738037,-5.08306884765625,-5.8393378257751465,-5.338223934173584
17,-6.392975330352783,-8.358501434326172,-7.788810729980469,-6.330778121948242,-3.711259365081787,-3.660666942596436,-1.445106863975525,-6.783336639404297,-6.696892261505127,-7.21272611618042,-8.883293151855469,-5.0274977684021,-5.882235527038574,-6.431049346923828,-4.947626113891602,-6.384583950042725,-6.210829257965088
18,-7.682959079742432,-10.22825050354004,-7.974437713623047,-7.286530017852783,-3.925673961639404,-4.138120174407959,-0.6784065365791321,-7.512100219726562,-8.578900337219238,-8.178942680358887,-9.64756202697754,-5.204513072967529,-6.872135639190674,-7.515522956848144,-5.666553020477295,-6.14929723739624,-7.2208099365234375
19,-6.6062726974487305,-9.574317932128906,-7.099946022033691,-6.002445220947266,-2.7343218326568604,-3.331627130508423,-2.5950284004211426,-6.504283905029297,-6.526760578155518,-7.514339923858643,-9.486939430236816,-4.354643821716309,-5.983208179473877,-5.451153755187988,-3.955629110336304,-6.184717655181885,-4.583518981933594
20,-6.925892353057861,-9.864355087280272,-6.631065845489502,-6.64693546295166,-6.013770580291748,-2.935157537460327,-0.7657581567764282,-7.091176509857178,-6.082012176513672,-7.516661643981934,-8.736676216125488,-6.422420978546143,-4.974762916564941,-8.557109832763672,-5.732526779174805,-7.997739791870117,-6.957535266876221
21,-7.243533611297607,-8.66595458984375,-7.186447143554688,-6.448670387268066,-4.919822216033936,-2.90465784072876,-1.4342833757400513,-7.419442653656006,-8.49324893951416,-6.866288185119629,-9.620367050170898,-5.503137111663818,-6.3344035148620605,-7.297538757324219,-6.087778568267822,-6.871410846710205,-6.53082275390625
22,-7.879611015319824,-8.50910758972168,-6.627421855926514,-6.670581817626953,-4.597844123840332,-3.261829376220703,-1.1143749952316284,-7.456470489501953,-8.157432556152344,-8.209334373474121,-9.18675708770752,-5.4397478103637695,-5.848637104034424,-9.036321640014648,-5.05605411529541,-6.314382553100586,-6.018319129943848
23,-7.120708465576172,-8.794374465942383,-7.059500217437744,-7.01149845123291,-4.279149055480957,-3.323749542236328,-1.4054545164108276,-6.817416667938232,-8.154379844665527,-7.838791370391846,-10.161831855773926,-4.708432197570801,-6.810322284698486,-7.01041841506958,-5.387351512908936,-6.890751361846924,-5.811868190765381
24,-6.954017162322998,-8.495089530944824,-6.035589218139648,-6.066426753997803,-4.2858099937438965,-2.76719331741333,-1.799372673034668,-6.631075382232666,-7.065300941467285,-7.184430599212647,-8.868284225463867,-5.441711902618408,-5.841619491577148,-6.919800758361816,-4.914096355438232,-6.029889583587647,-5.528058052062988
25,-7.366490364074707,-8.56767749786377,-7.001244068145752,-6.645917892456055,-4.721415519714356,-2.8878297805786133,-2.505716562271118,-6.3628692626953125,-5.905672550201416,-7.773287773132324,-8.966121673583984,-4.657855987548828,-5.922773838043213,-6.4985551834106445,-4.478936195373535,-6.589266777038574,-5.866850852966309
26,-7.448719501495361,-6.467116355895996,-6.934041976928711,-6.458725929260254,-3.8991427421569824,-2.4255404472351074,-1.8101943731307983,-6.082916259765625,-7.425173282623291,-8.07472038269043,-9.194461822509766,-5.25480318069458,-6.09971284866333,-5.813652515411377,-5.088582992553711,-6.721979141235352,-5.662553787231445
27,-6.165685176849365,-8.948698997497559,-7.125202655792236,-6.201068878173828,-3.57588529586792,-3.0472216606140137,-1.9679399728775024,-5.684179306030273,-7.493779182434082,-7.761870861053467,-8.493030548095703,-5.06514310836792,-6.23192834854126,-7.3516716957092285,-4.579646110534668,-6.693836688995361,-5.430495738983154
28,-7.269247055053711,-9.21372890472412,-7.382760524749756,-7.748014450073242,-4.620944023132324,-4.454597473144531,-0.6689738035202026,-5.651225090026856,-8.688735961914062,-7.838894367218018,-10.314778327941896,-6.315158843994141,-6.626665592193604,-8.446612358093262,-6.010524749755859,-6.765373706817627,-7.66103458404541
29,-6.189630508422852,-8.419479370117188,-7.082871437072754,-6.596133708953857,-3.966034173965454,-3.592298746109009,-2.50961709022522,-6.0191497802734375,-6.969977855682373,-7.188601970672607,-9.396127700805664,-5.397152900695801,-5.570804119110107,-6.9407572746276855,-4.638767719268799,-6.257329940795898,-5.9757771492004395
30,-5.858429908752441,-10.79841136932373,-7.096695423126221,-8.089437484741211,-3.814019203186035,-2.918482780456543,-1.972325682640076,-6.896679401397705,-8.452638626098633,-8.513997077941895,-9.239046096801758,-4.788185119628906,-6.348483562469482,-8.401906967163086,-4.94720458984375,-6.558618545532227,-4.251685619354248
31,-7.878879547119141,-10.517645835876465,-7.536989688873291,-9.213397026062012,-4.098027229309082,-3.103764295578003,-1.2185174226760864,-7.126449108123779,-9.116377830505373,-8.470267295837402,-11.089105606079102,-4.459403991699219,-6.976762294769287,-7.384788513183594,-5.535868644714356,-5.752374172210693,-4.631829738616943
32,-7.912838935852051,-8.317352294921875,-7.81593656539917,-7.676623821258545,-4.628817558288574,-3.356828451156616,-1.2146021127700806,-6.804224491119385,-8.616636276245117,-9.007111549377441,-11.038959503173828,-5.979687690734863,-7.330311298370361,-8.492977142333984,-5.001379013061523,-6.2909674644470215,-5.763882637023926
33,-6.891820907592773,-9.837353706359863,-7.18611478805542,-7.36668586730957,-2.0005037784576416,-3.115973711013794,-2.185462713241577,-6.519303798675537,-8.074766159057617,-8.607659339904785,-10.136587142944336,-4.096893310546875,-7.304642200469971,-7.395614624023437,-5.067444801330566,-6.274735450744629,-4.625394821166992
34,-7.549356937408447,-7.556079387664795,-6.413944721221924,-6.680934906005859,-2.7104554176330566,-3.2858757972717285,-1.6510308980941772,-6.248915672302246,-7.898247718811035,-7.288299560546875,-11.17663288116455,-4.695567607879639,-6.611849308013916,-7.587157249450684,-4.499326705932617,-5.874410629272461,-5.067860126495361
35,-6.84372091293335,-9.975122451782228,-7.240936279296875,-6.76173210144043,-2.918379306793213,-3.076408863067627,-2.368448734283448,-5.540388584136963,-7.6898193359375,-8.96825885772705,-11.03053092956543,-4.396322727203369,-6.8834428787231445,-7.073184013366699,-4.265999794006348,-6.184856414794922,-5.27847146987915
36,-7.362875938415527,-9.88657283782959,-7.669110298156738,-6.102087497711182,-2.5906031131744385,-3.0251543521881104,-2.502703666687012,-6.403471946716309,-9.582962989807127,-8.958972930908203,-9.84039306640625,-4.765444755554199,-6.373956203460693,-7.406876087188721,-4.688021183013916,-4.981478214263916,-5.112920761108398
37,-7.979458332061768,-11.765840530395508,-7.663465976715088,-6.579702854156494,-2.7111172676086426,-2.991852283477783,-2.567939758300781,-6.0022292137146,-7.359758377075195,-8.063202857971191,-10.2816801071167,-5.165400981903076,-7.07079029083252,-7.393831253051758,-3.864316463470459,-6.1883039474487305,-5.236138343811035
38,-8.310356140136719,-10.599303245544434,-6.798031330108643,-6.518508434295654,-3.6946825981140137,-3.3891749382019043,-1.0796542167663574,-6.124702453613281,-7.813463687896728,-7.494907855987549,-10.56122589111328,-5.872933864593506,-7.687513828277588,-7.378810882568359,-4.928712368011475,-6.02392578125,-6.870038986206055
39,-7.767926216125488,-10.496345520019531,-6.723496913909912,-5.817781925201416,-1.8147118091583248,-3.0222771167755127,-4.806623935699463,-6.664997100830078,-9.797611236572266,-7.893345355987549,-9.919482231140137,-6.187798500061035,-7.826156139373779,-6.173130989074707,-4.295760154724121,-7.698427200317383,-4.453166961669922
40,-6.865378379821777,-8.479312896728516,-6.945185661315918,-5.730962753295898,-3.068199157714844,-2.794292449951172,-1.3424922227859497,-7.790937423706055,-6.674801349639893,-8.222457885742188,-8.574289321899414,-4.620894432067871,-6.26313066482544,-8.688911437988281,-4.653067588806152,-6.804800987243652,-5.740212917327881
41,-7.543871879577637,-7.664305210113525,-6.32094144821167,-6.713890552520752,-2.997587919235229,-2.941891431808472,-1.961498498916626,-7.474518299102783,-6.305609226226807,-6.431082248687744,-9.93783187866211,-4.2990007400512695,-6.015556812286377,-7.193250179290772,-4.787039756774902,-4.985210418701172,-6.198563575744629
42,-7.0232439041137695,-7.217884540557861,-7.446216583251953,-6.571196556091309,-5.010021209716797,-2.715030670166016,-1.5772082805633545,-6.953720569610596,-9.006312370300293,-7.1970720291137695,-9.051183700561523,-6.143843650817871,-6.698798656463623,-7.59571361541748,-5.410377025604248,-6.168178558349609,-5.625680446624756
43,-6.462541580200195,-8.032098770141602,-7.000304698944092,-6.586707592010498,-3.5303795337677,-3.5422022342681885,-1.834283947944641,-7.313886165618896,-7.106549739837647,-7.480830192565918,-10.131099700927734,-4.498486518859863,-7.931694507598877,-8.424449920654297,-5.186680793762207,-6.429797649383545,-5.810886859893799
44,-8.22555160522461,-6.532979488372803,-6.280776500701904,-6.80621862411499,-2.6440162658691406,-3.6285324096679688,-2.29834246635437,-6.21164083480835,-7.709939002990723,-6.633547782897949,-10.045278549194336,-3.879312515258789,-7.109691143035889,-7.890437126159668,-4.401700973510742,-6.228107929229736,-5.96553897857666
45,-7.193197250366211,-7.670202255249023,-7.16217565536499,-5.930273056030273,-3.1369123458862305,-2.492966651916504,-2.64863395690918,-7.220688343048096,-7.122045040130615,-7.05160665512085,-9.760095596313477,-4.0847578048706055,-7.325180530548096,-8.0924072265625,-3.9860682487487793,-7.394472599029541,-5.744792938232422
46,-8.496496200561523,-8.461076736450195,-6.9322285652160645,-5.875682830810547,-2.7936267852783203,-2.642145156860352,-2.399296522140503,-6.358356475830078,-7.658838748931885,-7.310719490051269,-9.562841415405272,-3.930674552917481,-7.245758533477783,-7.206634998321533,-4.61524772644043,-7.143700122833252,-5.165731430053711
47,-7.954855918884277,-9.105875015258787,-7.706596851348877,-6.035804748535156,-4.203031539916992,-3.4291162490844727,-2.1648199558258057,-6.415499210357666,-6.423311710357666,-7.220480442047119,-9.588790893554688,-4.4569597244262695,-7.345561981201172,-7.136768341064453,-3.596909284591675,-6.942235946655273,-5.758708953857422
48,-8.064837455749512,-8.6262845993042,-6.943149089813232,-7.121053218841553,-5.402994155883789,-2.6364707946777344,-0.9036564826965332,-6.7530364990234375,-6.919764041900635,-7.304301261901855,-9.764677047729492,-5.93756103515625,-7.862949848175049,-7.319079875946045,-5.746241569519043,-7.059622287750244,-6.550665855407715
49,-8.235442161560059,-8.140838623046875,-7.087655544281006,-6.461043834686279,-4.362165451049805,-3.548250198364258,-3.754465818405152,-6.279746055603027,-6.275469779968262,-6.506165027618408,-9.332179069519045,-4.596087455749512,-6.844122409820557,-5.565766334533691,-3.612389087677002,-7.283245086669922,-5.889218330383301
50,-7.827602863311768,-10.771674156188965,-8.601705551147461,-6.2232537269592285,-4.04479455947876,-4.033578395843506,-3.459192276000977,-7.610215187072754,-5.78318452835083,-9.33641242980957,-9.722094535827637,-3.627437114715576,-7.249853134155273,-6.708919525146484,-4.049320220947266,-7.912481307983398,-5.655172824859619
51,-8.393786430358887,-9.683588027954102,-9.432162284851074,-7.469658851623535,-3.729086637496948,-3.593212842941284,-4.739133834838867,-7.648802757263184,-8.042725563049316,-9.230109214782717,-10.34607982635498,-3.809557676315308,-8.16019344329834,-6.675037860870361,-5.652467250823975,-7.809735298156738,-5.559203624725342
52,-7.568974494934082,-7.903431415557861,-8.31437873840332,-6.328672885894775,-4.979564666748047,-2.875678062438965,-3.970839262008667,-7.38664436340332,-9.652268409729004,-8.908208847045898,-9.429388046264648,-4.613247871398926,-8.2533540725708,-7.373827457427978,-5.129919052124023,-7.795828342437744,-5.642014026641846
53,-7.534960269927978,-9.620475769042969,-8.753304481506348,-6.975439548492432,-2.703281879425049,-3.9980950355529785,-4.021870136260986,-6.855157852172852,-8.06305980682373,-9.319266319274902,-10.468643188476562,-2.98084020614624,-8.90059757232666,-7.614843368530273,-5.333709239959717,-7.604957580566406,-4.929319858551025
54,-7.481741905212402,-7.584220886230469,-7.4044671058654785,-6.267913818359375,-3.204697847366333,-2.980008363723755,-2.8932275772094727,-6.594533920288086,-7.732597351074219,-7.8317131996154785,-9.235915184020996,-3.775286912918091,-7.267980575561523,-7.000090599060059,-4.906036853790283,-7.159237384796143,-4.670629501342773
55,-7.971658706665039,-8.191950798034668,-8.263601303100586,-6.984123229980469,-2.0630033016204834,-3.1459310054779053,-3.7801389694213854,-7.060940742492676,-7.069213390350342,-8.865768432617188,-9.36703872680664,-2.9446189403533936,-7.740909576416016,-8.583553314208984,-4.690454006195068,-7.748481750488281,-5.911615371704102
56,-7.458587646484375,-8.154133796691895,-8.087593078613281,-6.701577663421631,-2.5186612606048584,-2.7628486156463623,-3.7820332050323486,-6.044190406799316,-8.032544136047363,-8.160874366760254,-8.129534721374512,-4.172054290771484,-7.33861780166626,-7.900765895843506,-4.7243475914001465,-7.151052951812744,-4.753179550170898
57,-6.853986740112305,-8.90500545501709,-8.393488883972168,-6.345798492431641,-2.516220092773437,-3.0173873901367188,-4.685268878936768,-5.501025199890137,-6.874576091766357,-8.242023468017578,-8.91364574432373,-4.529000282287598,-7.59722089767456,-8.354043006896973,-3.890256643295288,-7.28868293762207,-5.206645965576172
58,-6.889387607574463,-7.691245079040527,-7.519691467285156,-6.944497108459473,-2.8648953437805176,-3.6724820137023926,-1.6959782838821411,-5.531193256378174,-7.434249877929687,-6.994253158569336,-9.50624179840088,-4.527888774871826,-7.573348045349121,-8.274724960327148,-4.843452453613281,-6.66506290435791,-7.228370666503906
59,-6.1986517906188965,-6.640762805938721,-7.917220592498779,-6.903830051422119,-2.373448848724365,-3.08118200302124,-4.377697944641113,-5.891711235046387,-8.545638084411621,-8.045604705810547,-9.241748809814451,-4.268626689910889,-7.54967737197876,-6.34672737121582,-4.865347862243652,-7.61548376083374,-5.80206298828125
60,-7.27702522277832,-7.959964752197266,-8.039535522460938,-5.538560390472412,-1.9970595836639404,-2.754211187362671,-3.207637310028076,-6.539947986602783,-7.924360275268555,-8.330044746398926,-8.092288970947266,-3.840618848800659,-5.72210168838501,-8.297343254089355,-4.852579593658447,-7.895586013793945,-5.162342071533203
61,-8.335843086242676,-8.73624324798584,-7.61409854888916,-6.126826286315918,-2.6295881271362305,-2.563823699951172,-4.212290287017822,-6.138871669769287,-7.547674655914307,-7.782663345336914,-8.696586608886719,-3.311785697937012,-5.5061140060424805,-7.957305908203125,-3.856381416320801,-6.957380771636963,-4.8929667472839355
62,-7.562460422515869,-7.432389259338379,-7.230856895446777,-5.956014156341553,-4.229678630828857,-3.009054660797119,-2.4616928100585938,-5.848432540893555,-7.649525165557861,-7.382059097290039,-8.784531593322754,-4.272580623626709,-5.528543472290039,-7.751906394958496,-3.60390305519104,-6.861852169036865,-5.22344970703125
63,-7.431550979614258,-8.114275932312012,-7.578369617462158,-5.9261393547058105,-2.374053716659546,-2.9620120525360107,-3.03272008895874,-5.823859691619873,-7.418541431427002,-8.229254722595215,-9.236309051513672,-4.512134552001953,-6.86672306060791,-8.144115447998047,-4.443068981170654,-7.363154411315918,-4.469844341278076
64,-7.507267475128174,-6.454736232757568,-6.818241596221924,-5.708737850189209,-2.49829626083374,-3.2813029289245605,-1.9036730527877808,-5.40820837020874,-7.798694133758545,-7.926414489746094,-9.255952835083008,-4.370851993560791,-5.829639434814453,-7.752120018005371,-3.916158437728882,-6.640742301940918,-5.311407089233398
65,-8.009531021118164,-8.506397247314453,-8.02929401397705,-5.863495349884033,-2.4166417121887207,-3.45263147354126,-3.578963041305542,-6.422878265380859,-6.889438629150391,-9.514763832092283,-10.1192045211792,-4.342636585235596,-6.272608757019043,-7.375680923461914,-2.276069164276123,-7.78083324432373,-5.756595134735107
66,-8.19648551940918,-7.659632205963135,-6.903243064880371,-6.460814476013184,-2.1565403938293457,-3.3724265098571777,-2.71675968170166,-6.2488861083984375,-7.542655944824219,-9.349764823913574,-9.26783561706543,-4.458969593048096,-5.471330165863037,-7.118363857269287,-3.585078477859497,-6.66722297668457,-4.486771106719971
67,-8.63693904876709,-9.04322910308838,-8.110014915466309,-5.621480941772461,-2.160585165023804,-3.5666663646698,-2.9920473098754883,-5.425858497619629,-6.802815914154053,-8.758997917175293,-8.54026985168457,-5.1197919845581055,-5.872457981109619,-8.0239896774292,-2.7109057903289795,-7.704164028167725,-5.448657035827637
68,-8.74614143371582,-8.585901260375977,-7.347294330596924,-7.660553455352783,-3.457367420196533,-4.229777812957764,-0.7340260148048401,-5.463706970214844,-8.484620094299316,-8.06910228729248,-10.712995529174805,-6.243214130401611,-6.210947513580322,-8.378775596618652,-5.353731155395508,-7.47994327545166,-7.627175807952881
69,-7.329317092895508,-7.873006820678711,-7.721682071685791,-6.299139499664307,-2.1207754611968994,-3.6978237628936768,-4.337594509124756,-5.305617809295654,-8.220314979553223,-8.376008033752441,-9.08747673034668,-5.303523063659668,-5.697924137115479,-5.982118606567383,-3.869162082672119,-7.528702735900879,-5.3004302978515625
70,-6.741831302642822,-9.07983112335205,-7.731676578521728,-4.8239288330078125,-3.129430294036865,-3.759448528289795,-2.842573642730713,-4.435740470886231,-6.870707035064697,-7.302134990692139,-9.882118225097656,-4.687358379364014,-5.4199724197387695,-7.682820320129394,-4.612946033477783,-8.43143081665039,-5.040373802185059
71,-8.194528579711914,-8.429755210876465,-8.701313972473145,-7.008870601654053,-3.116478681564331,-3.646531820297241,-3.746298551559448,-5.840315341949463,-6.825794696807861,-7.546245574951172,-10.50584602355957,-3.8973968029022217,-6.334615707397461,-7.297379493713379,-4.408004283905029,-7.899417877197266,-4.740208148956299
72,-7.869637966156006,-6.419926166534424,-7.335703372955322,-5.367873668670654,-4.6879048347473145,-3.1751484870910645,-3.181825876235962,-6.173648357391357,-7.72072696685791,-8.099416732788086,-8.800070762634277,-6.092482089996338,-6.688057899475098,-7.421104907989502,-4.492955684661865,-7.610940933227539,-5.407749652862549
73,-7.632575988769531,-8.159591674804688,-7.600991249084473,-6.724291801452637,-3.434638261795044,-3.94143319129944,-2.500344038009644,-6.197734355926514,-7.604319095611572,-7.718891620635986,-9.522418975830078,-4.338644981384277,-8.039673805236816,-6.569484233856201,-5.201872825622559,-7.814416408538818,-4.961784362792969
74,-8.487293243408203,-6.4505791664123535,-6.757234573364258,-5.98359489440918,-3.5927209854125977,-4.166969299316406,-2.094887018203736,-6.2395339012146,-6.612860202789307,-7.564394950866699,-9.33769416809082,-4.272738456726074,-6.942119598388672,-7.618135929107666,-3.950533390045166,-7.61500883102417,-5.931537628173828
75,-7.072775840759277,-9.151775360107422,-7.505951404571533,-6.72290563583374,-4.122471809387207,-3.4732894897460938,-3.188387155532837,-6.249200820922852,-5.115042209625244,-8.733400344848633,-8.478532791137695,-3.841207504272461,-7.341577529907227,-7.162498950958252,-3.5716655254364014,-7.121453762054443,-5.744753360748291
76,-8.16220760345459,-7.6387939453125,-7.920510768890381,-6.410056591033936,-3.484917640686035,-3.2940263748168945,-2.7555642127990723,-5.779783725738525,-7.235727310180664,-8.376426696777344,-7.617609977722168,-4.231605529785156,-6.832313537597656,-6.346100330352783,-4.578921794891357,-6.893823623657227,-4.928254127502441
77,-8.221683502197266,-7.685642242431641,-7.099658966064453,-6.092829704284668,-2.981804370880127,-3.406360149383545,-2.7859129905700684,-5.630930423736572,-5.069892883300781,-7.061532974243164,-9.06163501739502,-4.092177867889404,-7.168172836303711,-6.465365409851074,-3.6989221572875977,-6.873547554016113,-4.730518341064453
78,-7.860934257507324,-9.06345558166504,-7.305057048797607,-7.280686378479004,-4.4757890701293945,-4.958591461181641,-0.9454649090766908,-5.684281349182129,-7.034345626831055,-7.1948676109313965,-9.44288444519043,-4.721015930175781,-7.929294109344482,-7.139223575592041,-4.056740760803223,-6.446630001068115,-6.920446872711182
79,-7.383687973022461,-9.28611183166504,-7.858870983123779,-6.478132724761963,-3.2585299015045166,-4.6819257736206055,-3.136288642883301,-5.423433303833008,-5.803544998168945,-7.4721221923828125,-9.66891098022461,-4.417229652404785,-7.320487976074219,-5.455624103546143,-2.797853708267212,-6.951349258422852,-5.768956661224365
80,-8.189920425415039,-10.384902000427246,-8.572179794311523,-7.283294677734375,-4.759164333343506,-4.497042179107666,-0.5788406729698181,-8.559606552124023,-8.322185516357422,-9.192657470703123,-11.398881912231444,-3.691415309906006,-7.63579511642456,-8.609842300415039,-5.579770565032959,-7.169164657592773,-7.699424743652344
81,-8.989765167236328,-9.627118110656738,-9.014894485473633,-8.257170677185059,-4.324039459228516,-4.267352104187012,-0.568156898021698,-8.183697700500488,-8.801544189453125,-8.281366348266602,-12.224305152893066,-3.521516799926758,-8.069479942321777,-7.526483535766602,-6.288922309875488,-5.852818012237549,-7.531623840332031
82,-8.806476593017578,-7.573651790618896,-8.1869478225708,-8.180705070495605,-6.238529205322266,-3.985877990722656,-0.3328537046909332,-7.488452434539795,-8.12020492553711,-7.6506781578063965,-11.49727725982666,-5.315619468688965,-7.925686359405518,-8.36693286895752,-5.43312931060791,-6.7333269119262695,-8.710016250610352
83,-8.33242130279541,-9.424240112304688,-8.212004661560059,-8.491864204406738,-3.694002866744995,-4.540409564971924,-0.6254991888999939,-7.237131118774414,-8.948698997497559,-8.581768035888672,-11.571147918701172,-4.641955852508545,-8.898527145385742,-8.313791275024414,-6.326189994812012,-6.69175910949707,-7.205201148986816
84,-8.574471473693848,-8.315030097961426,-6.687184810638428,-7.197201251983643,-4.44464111328125,-4.348270416259766,-0.3635117411613464,-7.266374111175537,-8.058862686157227,-7.279755592346191,-11.48813247680664,-4.911842346191406,-7.414502620697021,-8.121467590332031,-5.491061210632324,-6.572476387023926,-7.126683235168457
85,-7.615595817565918,-9.745559692382812,-7.34108304977417,-7.866652011871338,-4.317741394042969,-3.419966697692871,-0.6739064455032349,-7.297682285308838,-6.901607990264893,-7.916182518005371,-10.411752700805664,-4.190113067626953,-7.096039295196533,-7.951871871948242,-4.717986106872559,-7.457308769226074,-7.5609869956970215
86,-8.01112174987793,-10.192693710327148,-7.202681064605713,-7.475730895996094,-4.360476016998291,-4.078319072723389,-0.4927379488945007,-6.909966945648193,-8.879875183105469,-8.755290985107422,-9.66823387145996,-4.847846508026123,-6.821134090423584,-7.907512664794922,-5.728075981140137,-6.718252658843994,-7.4820380210876465
87,-8.479070663452148,-12.410062789916992,-8.155385971069336,-7.914748191833496,-5.148841857910156,-4.207196235656738,-1.079277753829956,-6.764855861663818,-8.019640922546387,-8.696678161621094,-10.908326148986816,-5.900333404541016,-7.5813889503479,-8.416709899902344,-6.018640995025635,-7.408655166625977,-8.457030296325684
