,agent0_panda,agent0_sea turtle,agent0_koala,agent0_peacock,agent0_lion,agent0_dolphin,agent0_octopus,agent0_snow leopard,agent0_quokka,agent0_sea otter,agent0_honeybee,agent0_elephant,agent0_kangaroo,agent0_penguin,agent0_giraffe,agent0_orangutan,agent0_chimpanzee,agent1_panda,agent1_sea turtle,agent1_koala,agent1_peacock,agent1_lion,agent1_dolphin,agent1_octopus,agent1_snow leopard,agent1_quokka,agent1_sea otter,agent1_honeybee,agent1_elephant,agent1_kangaroo,agent1_penguin,agent1_giraffe,agent1_orangutan,agent1_chimpanzee,agent2_panda,agent2_sea turtle,agent2_koala,agent2_peacock,agent2_lion,agent2_dolphin,agent2_octopus,agent2_snow leopard,agent2_quokka,agent2_sea otter,agent2_honeybee,agent2_elephant,agent2_kangaroo,agent2_penguin,agent2_giraffe,agent2_orangutan,agent2_chimpanzee,agent3_panda,agent3_sea turtle,agent3_koala,agent3_peacock,agent3_lion,agent3_dolphin,agent3_octopus,agent3_snow leopard,agent3_quokka,agent3_sea otter,agent3_honeybee,agent3_elephant,agent3_kangaroo,agent3_penguin,agent3_giraffe,agent3_orangutan,agent3_chimpanzee,agent4_panda,agent4_sea turtle,agent4_peacock,agent4_lion,agent4_octopus,agent4_snow leopard,agent4_quokka,agent4_sea otter,agent4_honeybee,agent4_elephant,agent4_kangaroo,agent4_penguin,agent4_giraffe,agent4_orangutan,agent4_chimpanzee,agent5_panda,agent5_sea turtle,agent5_koala,agent5_peacock,agent5_lion,agent5_dolphin,agent5_octopus,agent5_snow leopard,agent5_quokka,agent5_sea otter,agent5_honeybee,agent5_elephant,agent5_kangaroo,agent5_penguin,agent5_giraffe,agent5_orangutan,agent5_chimpanzee,agent4_koala,agent4_dolphin
11.0,-8.247852325439453,-9.547900199890137,-8.340700149536133,-6.813349723815918,-3.416938781738281,-5.592164993286133,-5.76269006729126,-5.454169273376465,-5.267123222351074,-8.620469093322754,-7.252134323120117,-4.985689163208008,-7.070224761962891,-9.95055866241455,-4.046051979064941,-9.916645050048828,-7.130953311920166,-10.25493335723877,-11.83737087249756,-10.77097988128662,-11.59514045715332,-11.555429458618164,-4.298698902130127,-0.2920975089073181,-10.176658630371094,-6.617513656616211,-6.799784183502197,-7.413399696350098,-7.686851024627685,-12.35946559906006,-13.166400909423828,-10.049392700195312,-8.825448989868164,-7.81201696395874,-9.18465518951416,-11.694854736328123,-10.055693626403809,-12.28602695465088,-10.748537063598633,-3.160498142242432,-0.2819127440452575,-10.09327220916748,-7.579207897186279,-6.425722599029541,-7.523153305053711,-6.225928783416748,-12.148394584655762,-11.203675270080566,-9.793519020080566,-8.106484413146973,-7.165951728820801,-9.580841064453123,-11.970939636230469,-10.397368431091309,-12.266705513000488,-11.002832412719728,-3.253216028213501,-0.2245004326105117,-10.490995407104492,-7.599592685699463,-6.670311450958252,-7.588461875915527,-6.524946212768555,-12.322410583496094,-11.920083045959473,-9.918357849121094,-8.428750991821289,-7.486934185028076,-9.314793586730955,-10.992311477661133,-11.843473434448242,-10.555891036987305,-0.3295125961303711,-10.247896194458008,-7.308403968811035,-6.253054141998291,-7.083141803741455,-6.171523094177246,-11.990668296813965,-10.912415504455566,-9.470202445983888,-8.209216117858887,-6.884995460510254,-10.37236499786377,-12.082549095153809,-11.34463882446289,-12.342066764831545,-11.338387489318848,-3.797896385192871,-0.2708989977836609,-10.937810897827148,-7.475467681884766,-6.623204708099365,-7.650211334228516,-6.549546241760254,-12.583956718444824,-12.728371620178224,-9.964811325073242,-8.401774406433105,-7.403147220611572,-10.03204345703125,-3.2457692623138428
10.0,-8.455565452575684,-9.06918716430664,-8.842011451721191,-6.899362564086914,-3.989727020263672,-5.240195274353027,-6.169419288635254,-6.62155818939209,-6.17696475982666,-8.694911003112793,-7.321097373962402,-4.55299186706543,-7.229889392852783,-9.758051872253418,-4.234663009643555,-9.619702339172363,-7.479526519775391,-9.294292449951172,-11.716174125671388,-9.40136432647705,-10.347612380981444,-10.873104095458984,-3.3532371520996094,-0.4474059045314789,-9.592877388000488,-5.790773868560791,-6.658428192138672,-7.2670440673828125,-7.051504135131836,-11.227526664733888,-11.111275672912598,-9.666021347045898,-8.019255638122559,-7.850996494293213,-9.717140197753906,-11.650405883789062,-10.032423973083496,-11.985596656799316,-11.218599319458008,-3.3781545162200928,-0.2737267613410949,-10.241578102111816,-7.237736701965332,-6.684893608093262,-7.381101608276367,-6.870610237121582,-12.216014862060549,-12.23724365234375,-10.127135276794434,-8.237394332885742,-7.294023513793945,-10.026382446289062,-11.802553176879885,-10.344579696655272,-11.795001029968262,-11.276692390441896,-3.783145904541016,-0.326764702796936,-10.32490348815918,-7.2261834144592285,-7.167235374450684,-7.364110469818115,-7.202267646789551,-11.85264015197754,-11.63908576965332,-10.11748218536377,-8.669724464416504,-7.461555480957031,-9.362093925476074,-11.90953254699707,-12.276761054992676,-10.612574577331545,-0.2569011747837066,-10.517281532287598,-8.261303901672363,-6.623562335968018,-7.59089469909668,-5.971622467041016,-12.111186981201172,-10.907316207885742,-9.761225700378418,-8.021695137023926,-6.727421760559082,-10.505767822265623,-12.613299369812012,-11.39925765991211,-12.26355266571045,-11.095293998718262,-3.5925545692443848,-0.2298640310764312,-11.453847885131836,-8.139751434326172,-7.029695987701416,-7.710394382476807,-6.308178424835205,-12.37625217437744,-12.015056610107422,-9.908793449401855,-8.602147102355957,-6.776087284088135,-10.00652027130127,-2.785865545272827
20.0,-9.347451210021973,-9.436063766479492,-10.211670875549316,-8.516777038574219,-5.345720291137695,-6.4465436935424805,-7.264054775238037,-7.836951732635498,-8.961387634277344,-9.695734977722168,-9.087392807006836,-5.992046356201172,-8.799312591552734,-12.34211540222168,-6.314218521118164,-11.23218822479248,-9.225794792175291,-8.535187721252441,-10.165029525756836,-10.144691467285156,-8.6434326171875,-5.972560882568359,-6.723360061645508,-5.9044342041015625,-8.768975257873535,-8.845803260803223,-8.879526138305664,-8.97323989868164,-5.8125104904174805,-9.435818672180176,-11.087432861328123,-7.37236213684082,-10.953691482543944,-9.635034561157228,-7.556475639343262,-9.966193199157717,-8.13125228881836,-8.578643798828125,-8.18658447265625,-3.5772809982299805,-0.8292046189308167,-6.955560684204102,-5.445868015289307,-6.475887298583984,-5.289394378662109,-5.426939010620117,-8.435469627380371,-8.419137954711914,-6.579899311065674,-7.760865211486816,-6.316049575805664,-9.65564250946045,-11.219879150390623,-10.183837890625,-11.426385879516602,-11.137076377868652,-4.068748474121094,-0.3473387956619262,-9.93332576751709,-6.894679069519043,-6.821438789367676,-7.300363540649414,-6.6268815994262695,-11.987516403198242,-11.963409423828123,-9.573321342468262,-8.257920265197754,-7.331190586090088,-9.501778602600098,-11.325416564941406,-12.124629020690918,-11.075915336608888,-0.2745546996593475,-10.57431983947754,-7.851932048797607,-6.7803826332092285,-7.519578456878662,-6.047777652740479,-12.524885177612305,-11.459575653076172,-9.855106353759766,-8.117032051086426,-6.924500942230225,-10.23905086517334,-11.594564437866213,-11.620896339416504,-12.451478958129885,-11.643720626831056,-3.713791608810425,-0.1904300153255462,-10.874028205871582,-7.761279106140137,-6.631194591522217,-7.630273342132568,-6.101686000823975,-12.833633422851562,-12.571550369262695,-10.12628173828125,-8.42636489868164,-7.080316543579102,-10.60365867614746,-3.316848039627075
0.0,-9.615224838256836,-9.716547012329102,-9.509984016418455,-8.34957218170166,-5.681040287017822,-6.329532146453857,-6.9172682762146,-7.311381816864014,-7.299354076385498,-9.262584686279297,-8.252211570739746,-5.929366588592529,-8.299399375915527,-11.12972927093506,-5.146463871002197,-11.27337646484375,-8.743241310119629,-7.986629962921143,-10.262075424194336,-8.378292083740234,-9.20252799987793,-9.014921188354492,-2.795769453048706,-0.5093153119087219,-7.690629959106445,-5.461071014404297,-5.917227745056152,-6.580143451690674,-5.729114055633545,-9.613201141357422,-9.24078369140625,-7.524445533752441,-8.152083396911621,-7.728249073028564,-9.980727195739746,-11.97848892211914,-10.59005641937256,-11.977877616882324,-11.611957550048828,-3.817546129226685,-0.1624384373426437,-10.517770767211914,-6.925168514251709,-6.791254997253418,-7.58946418762207,-6.952022552490234,-12.668172836303713,-12.349910736083984,-10.04176902770996,-8.345966339111328,-7.42647123336792,-10.06399917602539,-12.035531044006348,-10.561574935913086,-11.750256538391112,-11.86947250366211,-4.094296932220459,-0.2143403440713882,-9.973642349243164,-7.0000176429748535,-6.926615238189697,-7.584410667419434,-7.437039852142334,-12.534510612487791,-12.569286346435549,-10.409537315368652,-8.66089153289795,-7.693356513977051,-10.20225429534912,-11.32741355895996,-12.033618927001951,-11.67617893218994,-0.2120945304632187,-10.221385955810549,-7.07957649230957,-6.898361206054688,-7.383526802062988,-7.345685005187988,-12.516091346740724,-12.43856143951416,-10.413949966430664,-8.824402809143066,-7.72008752822876,-10.156634330749512,-11.678695678710938,-11.158838272094728,-11.998150825500488,-11.277437210083008,-3.787360429763794,-0.2150318771600723,-10.72387409210205,-7.411852359771728,-6.86201286315918,-7.457584857940674,-6.6329121589660645,-12.440749168395996,-12.150425910949709,-10.031668663024902,-8.513943672180176,-7.2144880294799805,-10.831982612609863,-3.9531753063201904
6.0,-10.078754425048828,-10.22398567199707,-10.562713623046877,-7.910170555114746,-5.52871561050415,-6.966688632965088,-6.548450946807861,-7.469171524047852,-8.534505844116211,-10.049609184265137,-8.16779899597168,-6.612926006317139,-8.989041328430176,-11.73721408843994,-5.974499702453613,-11.205300331115724,-8.828346252441406,-9.994656562805176,-11.8428316116333,-11.23254680633545,-7.766885280609131,-6.953677654266357,-7.0989089012146,-6.059747695922852,-7.349064350128174,-8.102755546569824,-9.813705444335938,-8.991881370544434,-8.36215591430664,-10.28688621520996,-11.99496841430664,-7.548504829406738,-12.350434303283691,-10.73482894897461,-9.546850204467772,-11.62861442565918,-10.069931983947754,-10.752391815185549,-10.999467849731444,-4.327312469482422,-0.2549966871738434,-8.957229614257812,-5.867346286773682,-7.002808570861816,-7.808555603027344,-7.284572601318359,-11.46721649169922,-11.51919651031494,-9.226699829101562,-8.219181060791016,-7.918003559112549,-9.46135425567627,-11.44086456298828,-10.659972190856934,-12.12743854522705,-11.257051467895508,-3.530501127243042,-0.205112025141716,-9.935625076293944,-7.158652305603027,-6.455848217010498,-7.766837120056152,-6.64211893081665,-12.598247528076172,-11.750385284423828,-9.946207046508787,-7.964563846588135,-7.575315475463867,-10.502026557922363,-12.252103805541992,-12.30474090576172,-12.03193187713623,-0.1816866248846054,-10.549238204956056,-7.460579395294189,-7.263030529022217,-8.085657119750977,-7.584893703460693,-12.84184455871582,-13.441648483276367,-10.547601699829102,-8.529921531677246,-7.887093067169189,-10.860212326049805,-12.023736953735352,-11.581832885742188,-12.42101764678955,-12.01054573059082,-4.137490749359131,-0.1532814502716064,-11.41238021850586,-7.721005439758301,-6.994148254394531,-7.678335666656494,-6.812437534332275,-13.105666160583496,-12.980267524719238,-10.515923500061035,-8.624120712280273,-7.634454250335693,-11.10995388031006,-4.421940326690674
5.0,-9.600804328918455,-9.68905258178711,-10.861235618591309,-8.708881378173828,-5.780925273895264,-6.784300327301025,-7.849021911621094,-8.289586067199707,-9.191851615905762,-9.601414680480955,-8.968026161193848,-6.062375545501709,-9.02503776550293,-11.558164596557615,-6.01961612701416,-11.25661849975586,-9.286795616149902,-7.130667686462402,-7.672041893005371,-7.904325485229492,-7.946676731109619,-8.44414234161377,-3.362780332565308,-0.6102995872497559,-6.277633190155029,-5.212416172027588,-4.815858364105225,-5.089775085449219,-5.407632827758789,-8.851089477539062,-8.047370910644531,-6.348038196563721,-8.464717864990234,-7.5705766677856445,-10.23983383178711,-11.161883354187012,-10.660605430603027,-12.067835807800291,-12.001043319702148,-3.761997938156128,-0.2274861186742782,-11.073899269104004,-8.148356437683105,-6.609113693237305,-7.308302879333496,-6.40789794921875,-12.792938232421877,-11.722074508666992,-10.124112129211426,-8.919445037841797,-7.551284313201904,-9.957239151000977,-11.257424354553224,-10.495532035827637,-12.066208839416504,-11.750216484069824,-3.585134983062744,-0.2433682829141616,-10.902079582214355,-7.95278263092041,-6.603539943695068,-7.313617706298828,-6.356797695159912,-12.655168533325195,-11.50934600830078,-10.07020092010498,-8.690727233886719,-7.566073417663574,-9.97939395904541,-11.377674102783203,-11.902705192565918,-11.809774398803713,-0.2972135245800018,-10.776863098144531,-7.939288139343262,-6.614019393920898,-7.06328010559082,-6.503747940063477,-12.423115730285645,-11.590078353881836,-10.118125915527344,-8.650964736938477,-7.447664737701416,-9.210134506225586,-11.125001907348633,-10.159491539001465,-11.29922866821289,-10.568623542785645,-3.173569917678833,-0.4122388362884521,-10.091949462890623,-6.899799346923828,-6.607142448425293,-7.115345478057861,-6.575599670410156,-11.164098739624023,-10.724926948547363,-9.62107753753662,-8.240727424621582,-7.138864040374756,-10.333417892456056,-3.724003791809082
17.0,-8.387428283691406,-9.53957176208496,-8.871638298034668,-7.175154209136963,-4.727942943572998,-5.13586950302124,-5.959729671478272,-7.116210460662842,-6.924436569213867,-8.772455215454102,-7.325381278991699,-4.9184184074401855,-7.004981994628906,-9.596199035644531,-4.998230457305908,-10.22569179534912,-7.076224327087402,-7.776464939117432,-10.677652359008787,-7.984292984008789,-8.090176582336426,-7.635518550872803,-3.592200756072998,-1.3477580547332764,-7.330703258514404,-4.975236415863037,-6.792470455169678,-4.718603610992432,-6.062821865081787,-7.492945671081543,-8.571371078491211,-5.540714263916016,-8.274827003479004,-6.0537872314453125,-10.345190048217772,-11.102798461914062,-10.537771224975586,-11.51907444000244,-11.609770774841309,-3.713621139526367,-0.237851545214653,-10.397113800048828,-7.095156192779541,-6.702136516571045,-7.041729927062988,-7.077613830566406,-12.440898895263672,-12.45839023590088,-9.990623474121094,-8.737044334411621,-7.212647914886475,-9.349442481994627,-11.168046951293944,-9.650254249572754,-12.019445419311523,-10.776382446289062,-3.4233815670013428,-0.3396373093128204,-9.415166854858398,-7.37208080291748,-6.677046298980713,-7.393246173858643,-6.786299705505371,-11.778512001037598,-11.079218864440918,-9.888832092285156,-8.11130428314209,-7.126569747924805,-9.495753288269045,-11.02901840209961,-11.83780288696289,-10.791922569274902,-0.2936098277568817,-9.958666801452637,-6.861641883850098,-6.220119953155518,-7.689233303070068,-6.6982502937316895,-12.037978172302246,-12.017878532409668,-9.696635246276855,-8.284293174743652,-7.181548595428467,-9.482593536376951,-10.871254920959473,-10.270074844360352,-11.623380661010742,-10.45044994354248,-3.766021251678467,-0.3311803042888641,-9.776959419250488,-6.991570949554443,-6.180656433105469,-7.002655506134033,-6.295380115509033,-11.364150047302246,-11.09100341796875,-9.266839027404783,-8.23137092590332,-7.127941131591797,-10.263079643249512,-3.355032444000244
4.0,-8.186592102050781,-9.398127555847168,-9.398026466369627,-6.217061519622803,-4.013612270355225,-5.781651973724365,-6.175511360168457,-6.237077713012695,-6.501147270202637,-9.143415451049805,-7.917202949523926,-5.0347113609313965,-7.644365787506103,-10.415904998779297,-4.477453708648682,-10.3534574508667,-8.083836555480957,-9.846197128295898,-11.553115844726562,-10.101348876953123,-10.95471477508545,-11.735074043273926,-4.096556663513184,-0.3608307242393493,-9.785364151000977,-6.115106582641602,-6.817298889160156,-7.7751312255859375,-7.286059379577637,-12.022553443908691,-12.581483840942385,-9.97264289855957,-8.569299697875977,-8.060580253601074,-9.419889450073242,-11.11272430419922,-9.940736770629885,-12.01855754852295,-10.67970371246338,-3.4023547172546387,-0.2683228552341461,-10.077558517456056,-7.512554168701172,-6.481389045715332,-7.357373237609863,-6.297543048858643,-12.240707397460938,-11.665606498718262,-9.840991020202637,-7.954103469848633,-7.271833419799805,-9.438544273376465,-11.752767562866213,-10.139812469482422,-12.566983222961426,-11.392894744873049,-3.564833879470825,-0.4693799614906311,-10.308937072753906,-7.819924831390381,-6.906281471252441,-7.910124778747559,-6.969461917877197,-12.1734037399292,-11.134774208068848,-10.03198528289795,-8.412947654724121,-7.451975345611572,-8.590360641479492,-10.664663314819336,-11.821057319641112,-10.543242454528809,-0.5833768844604492,-10.203594207763672,-7.925425052642822,-6.4784345626831055,-7.718537330627441,-5.720139503479004,-11.758423805236816,-10.131525039672852,-9.370007514953612,-8.14531135559082,-6.975858688354492,-9.533562660217283,-11.294062614440918,-10.710013389587402,-12.55961799621582,-11.006397247314451,-3.196322202682495,-0.3781838715076446,-11.04282283782959,-8.118297576904297,-6.636462688446045,-7.562951564788818,-5.818795680999756,-12.273809432983398,-11.274137496948242,-9.64670467376709,-8.06432819366455,-6.829518795013428,-9.506061553955078,-2.900079727172852
7.0,-9.985764503479004,-10.307533264160156,-10.575130462646484,-9.630399703979492,-6.348105430603027,-6.425472259521484,-7.152130603790283,-8.599245071411133,-9.225921630859377,-10.19997501373291,-9.16584587097168,-6.33852481842041,-9.16211986541748,-11.437768936157228,-6.906932830810547,-11.070451736450195,-9.209033966064451,-7.6998419761657715,-9.072834014892578,-8.574455261230469,-8.864872932434082,-6.820419788360596,-3.9844231605529785,-3.337477207183838,-7.381455898284912,-6.1760454177856445,-7.093067646026611,-6.763502597808838,-4.8251471519470215,-8.305390357971191,-7.495357513427734,-6.443063259124756,-9.292923927307127,-7.610326290130615,-9.885332107543944,-11.666261672973633,-10.372207641601562,-12.313501358032228,-11.111502647399902,-3.3510890007019043,-0.220684066414833,-11.22417449951172,-8.269515037536621,-6.911098480224609,-7.389767169952393,-6.027872562408447,-12.26978874206543,-10.874737739562988,-9.640932083129885,-8.615865707397461,-6.9148783683776855,-10.236270904541016,-11.327903747558594,-10.69573211669922,-12.402716636657717,-11.828311920166016,-3.896044969558716,-0.1247284486889839,-11.17588996887207,-7.819571495056152,-6.570704460144043,-7.377711772918701,-6.634097576141357,-13.04782485961914,-11.749710083007812,-10.065937995910645,-8.529916763305664,-7.623615741729736,-10.33260726928711,-11.702987670898438,-12.31144905090332,-12.08691692352295,-0.1089281216263771,-11.133356094360352,-7.456478595733643,-6.642724514007568,-7.608155250549316,-6.8790364265441895,-13.16579818725586,-12.103561401367188,-10.229381561279297,-8.553864479064941,-8.038904190063477,-10.684699058532717,-11.84897804260254,-11.509055137634276,-12.491681098937988,-12.239501953125,-4.139543533325195,-0.1258320957422256,-11.356966972351074,-7.405545711517334,-6.532413005828857,-8.293557167053223,-6.681447982788086,-12.86258316040039,-11.668225288391112,-10.102157592773438,-8.700754165649414,-7.811891555786133,-11.084697723388672,-4.113766193389893
13.0,-9.557036399841309,-9.785947799682615,-9.646506309509276,-7.420543670654297,-5.713252544403076,-6.013277530670166,-6.690897464752197,-6.409542083740234,-8.095383644104004,-9.520252227783203,-7.866197109222412,-6.248312473297119,-8.562017440795898,-11.985146522521973,-6.108356475830078,-11.271146774291992,-8.65699291229248,-7.010021209716797,-8.782173156738281,-8.042759895324707,-4.666396141052246,-7.121642112731934,-4.657179832458496,-2.648984432220459,-5.546570301055908,-5.139265060424805,-7.240229606628418,-4.977591037750244,-5.978719711303711,-8.221467971801758,-9.904491424560549,-5.445653438568115,-9.969440460205078,-8.083649635314941,-10.559207916259766,-11.45357608795166,-10.262752532958984,-10.277023315429688,-12.569067001342772,-4.949641227722168,-0.250705361366272,-9.331039428710938,-6.93073320388794,-7.807736396789551,-7.626038551330566,-8.111417770385742,-13.222601890563965,-14.27685546875,-11.01254653930664,-9.475616455078123,-9.255085945129396,-10.325576782226562,-11.75532054901123,-10.696457862854004,-12.31971549987793,-11.866535186767578,-3.7603604793548575,-0.2558492124080658,-10.23257827758789,-7.5465216636657715,-7.325986862182617,-7.447391033172607,-7.2499494552612305,-12.54485034942627,-12.714622497558594,-10.60208511352539,-8.745026588439941,-7.675656795501709,-9.380027770996094,-11.20945167541504,-12.15914249420166,-11.405168533325195,-0.2555207908153534,-10.253138542175291,-7.520081520080566,-6.521708488464356,-7.3939995765686035,-6.33447265625,-12.374483108520508,-11.59520435333252,-10.225594520568848,-8.234203338623047,-7.293727397918701,-10.070873260498049,-12.279539108276367,-11.227025032043455,-12.451573371887209,-11.247013092041016,-3.2726521492004395,-0.2210840135812759,-10.99268627166748,-8.096428871154785,-6.99070405960083,-7.426081657409668,-5.963545322418213,-12.451964378356934,-12.18379020690918,-10.017874717712402,-8.291683197021484,-6.853820323944092,-10.426624298095703,-2.972618341445923
16.0,-10.620725631713867,-9.557518005371094,-9.895854949951172,-9.643996238708496,-7.031944274902344,-6.396373748779297,-7.470597743988037,-7.938142776489258,-8.918403625488281,-9.713467597961426,-9.066967010498049,-6.881568908691406,-9.34520435333252,-11.651933670043944,-7.171488285064697,-12.12746810913086,-9.284442901611328,-8.542863845825195,-7.161093711853027,-8.922775268554688,-8.208630561828613,-7.843801021575928,-3.987431049346924,-2.913445234298706,-7.28858470916748,-6.823124408721924,-5.569281101226807,-6.9063005447387695,-6.039980411529541,-9.67922019958496,-8.690482139587402,-7.475890636444092,-9.49611473083496,-9.731644630432127,-9.95961570739746,-10.760918617248535,-10.759197235107422,-11.286643028259276,-12.71287441253662,-3.7783937454223633,-0.2420003414154052,-10.29208755493164,-7.2450361251831055,-6.806460380554199,-8.672894477844238,-7.322352409362793,-13.19684600830078,-11.891470909118652,-10.76519775390625,-8.362198829650879,-8.862818717956543,-10.008719444274902,-10.927767753601074,-10.360280990600586,-11.06322193145752,-12.587450981140137,-4.75498104095459,-0.1803871989250183,-9.517744064331056,-7.108837127685547,-7.247196197509766,-7.508695602416992,-7.259524345397949,-12.957439422607422,-11.697011947631836,-10.672735214233398,-8.42341423034668,-8.977460861206055,-10.397442817687988,-13.518562316894531,-11.507465362548828,-12.661309242248535,-0.191492348909378,-9.68156909942627,-6.754757881164551,-8.176934242248535,-8.649063110351562,-7.736644268035889,-13.333093643188477,-13.05360221862793,-11.226606369018556,-8.13951301574707,-8.833213806152344,-10.504258155822754,-13.118694305419922,-11.998249053955078,-11.692005157470703,-12.653494834899902,-4.458096504211426,-0.1723528206348419,-10.266047477722168,-6.436234474182129,-7.087279796600342,-8.469200134277344,-6.938131332397461,-13.442845344543455,-13.063291549682615,-10.827352523803713,-8.237476348876953,-8.438397407531738,-11.6997709274292,-5.002546787261963
22.0,-9.40516471862793,-8.544753074645996,-9.553990364074709,-6.261128902435303,-4.8625993728637695,-5.579570770263672,-5.506027221679688,-6.214568614959717,-8.393136978149414,-9.481680870056152,-5.764570236206055,-5.7392683029174805,-8.193106651306152,-10.678686141967772,-4.398207187652588,-10.949355125427246,-7.680471897125244,-11.46448802947998,-10.840511322021484,-11.348563194274902,-11.688302040100098,-12.752157211303713,-4.881030082702637,-0.1498012691736221,-10.765443801879885,-6.812689304351807,-6.640035629272461,-7.750617027282715,-8.343184471130371,-13.094579696655272,-14.439069747924805,-10.717621803283691,-9.789402961730955,-8.677407264709473,-11.927119255065918,-9.61661434173584,-10.975137710571287,-10.939821243286133,-12.21784210205078,-5.12085485458374,-0.2298802882432937,-11.021318435668944,-7.591615676879883,-6.456077098846436,-6.960860729217529,-7.943029880523682,-12.7388334274292,-13.843430519104004,-10.268804550170898,-10.46442413330078,-8.011164665222168,-12.14768123626709,-10.278952598571776,-10.647321701049805,-11.962035179138184,-11.890393257141112,-5.075479030609131,-0.3005308508872986,-11.62458324432373,-9.266142845153809,-6.924076557159424,-6.6742143630981445,-7.719815731048584,-12.4059476852417,-13.565858840942385,-10.48515796661377,-10.557796478271484,-7.762240886688232,-11.636370658874512,-10.200855255126951,-12.364340782165527,-11.612403869628906,-0.300915002822876,-11.20637321472168,-9.44974136352539,-6.757911205291748,-6.798043251037598,-7.290312767028809,-12.51598072052002,-13.002326965332031,-10.405878067016602,-9.863055229187012,-7.492636680603027,-12.186931610107422,-10.132862091064451,-11.078083038330078,-11.340834617614746,-11.840975761413574,-5.11964750289917,-0.3356933891773224,-11.772311210632324,-9.321539878845217,-6.543086051940918,-6.702249526977539,-6.999437808990479,-12.26392650604248,-13.63656997680664,-10.078487396240234,-10.375643730163574,-7.381720542907715,-10.496910095214844,-4.558137893676758
18.0,-10.19573211669922,-10.872681617736816,-10.537334442138672,-8.75623607635498,-5.987833499908447,-7.010451793670654,-7.095918655395508,-7.965649127960205,-9.061101913452148,-10.577003479003906,-9.065611839294434,-6.890591144561768,-8.937228202819824,-12.77621078491211,-6.757410526275635,-11.52045726776123,-8.646875381469727,-8.538061141967773,-10.319809913635254,-8.538704872131348,-8.057916641235352,-9.208827018737791,-4.446218967437744,-1.059627890586853,-7.259947776794434,-4.723634243011475,-6.935798645019531,-7.277863502502441,-7.009024143218994,-9.884836196899414,-10.526710510253906,-7.825416564941406,-8.730923652648926,-7.202756404876709,-10.45359706878662,-11.188448905944824,-10.309117317199709,-11.536938667297363,-11.782986640930176,-4.405220031738281,-0.3224062621593475,-9.871726989746094,-6.7903900146484375,-6.753790855407715,-7.535356044769287,-7.4329423904418945,-12.049166679382324,-13.148852348327637,-10.119562149047852,-9.053345680236816,-7.709568977355957,-9.67518711090088,-10.946035385131836,-10.090163230895996,-11.925708770751951,-11.395445823669434,-3.427082300186157,-0.2212428152561187,-10.177032470703123,-7.251227378845215,-6.389791965484619,-7.373392105102539,-6.715555191040039,-12.377817153930664,-11.8659029006958,-9.842129707336426,-8.33498764038086,-7.43953800201416,-10.681381225585938,-11.62563705444336,-11.333122253417969,-11.455120086669922,-0.2340379655361175,-10.15500831604004,-6.225950717926025,-6.913908004760742,-7.523444175720215,-7.664312362670898,-11.958697319030762,-13.12891960144043,-9.75374698638916,-9.21894359588623,-7.330132007598877,-10.69797134399414,-12.387911796569824,-11.59975528717041,-12.124231338500977,-11.544267654418944,-3.9751617908477774,-0.1863875240087509,-11.060885429382324,-7.6240692138671875,-6.680362701416016,-7.624282360076904,-6.403178691864014,-12.48317813873291,-12.90011501312256,-9.73250675201416,-8.682695388793945,-6.8761515617370605,-10.753824234008787,-4.133454322814941
19.0,-10.11320972442627,-10.846137046813965,-11.19238567352295,-9.884872436523438,-6.408205032348633,-7.569490432739258,-7.961328029632568,-8.789518356323242,-9.657732009887695,-10.899487495422363,-10.048794746398926,-7.334721565246582,-9.563594818115234,-12.384475708007812,-7.783786296844482,-12.270227432250977,-9.856979370117188,-9.676124572753906,-12.109664916992188,-9.665961265563965,-11.092251777648926,-11.688471794128418,-3.7897932529449454,-0.4473910927772522,-9.67917537689209,-5.3614277839660645,-6.794656753540039,-7.877530574798584,-7.330436706542969,-11.48200798034668,-11.830251693725586,-9.7191743850708,-8.452666282653809,-8.233736038208008,-10.012555122375488,-11.326822280883787,-10.462815284729004,-11.483566284179688,-11.361571311950684,-3.77815580368042,-0.3057201504707336,-10.684185028076172,-6.951016902923584,-6.48516845703125,-7.450403213500977,-6.830027103424072,-12.277138710021973,-12.602038383483888,-9.803330421447754,-8.729960441589355,-7.363373279571533,-10.132294654846191,-11.861644744873049,-10.252900123596191,-11.618024826049805,-11.540921211242676,-4.152383804321289,-0.3139399886131286,-9.91368293762207,-7.194522857666016,-6.854705333709717,-7.408163070678711,-7.400563240051269,-12.199661254882812,-12.676469802856444,-10.374053955078123,-8.603955268859863,-7.538295269012451,-9.488177299499512,-11.1732759475708,-11.172601699829102,-11.014546394348145,-0.2605918645858764,-9.684270858764648,-6.656947135925293,-6.550258636474609,-6.821589946746826,-6.785860061645508,-11.641127586364746,-11.081618309020996,-9.641565322875977,-8.439533233642578,-7.023494720458984,-10.203319549560549,-11.498201370239258,-10.650959014892578,-11.724738121032717,-11.035513877868652,-3.983146905899048,-0.2842227518558502,-10.397871971130373,-7.390218734741211,-6.707894802093506,-7.319055557250977,-7.010904312133789,-11.724316596984863,-12.1881742477417,-9.731487274169922,-8.822922706604004,-7.447366237640381,-10.012067794799805,-3.7419862747192383
