,agent0_panda,agent0_sea turtle,agent0_koala,agent0_peacock,agent0_lion,agent0_dolphin,agent0_octopus,agent0_snow leopard,agent0_quokka,agent0_sea otter,agent0_honeybee,agent0_elephant,agent0_kangaroo,agent0_penguin,agent0_giraffe,agent0_orangutan,agent0_chimpanzee,agent1_panda,agent1_sea turtle,agent1_koala,agent1_peacock,agent1_lion,agent1_dolphin,agent1_octopus,agent1_snow leopard,agent1_quokka,agent1_sea otter,agent1_honeybee,agent1_elephant,agent1_kangaroo,agent1_penguin,agent1_giraffe,agent1_orangutan,agent1_chimpanzee,agent2_panda,agent2_sea turtle,agent2_koala,agent2_peacock,agent2_lion,agent2_dolphin,agent2_octopus,agent2_snow leopard,agent2_quokka,agent2_sea otter,agent2_honeybee,agent2_elephant,agent2_kangaroo,agent2_penguin,agent2_giraffe,agent2_orangutan,agent2_chimpanzee,agent3_panda,agent3_sea turtle,agent3_koala,agent3_peacock,agent3_lion,agent3_dolphin,agent3_octopus,agent3_snow leopard,agent3_quokka,agent3_sea otter,agent3_honeybee,agent3_elephant,agent3_kangaroo,agent3_penguin,agent3_giraffe,agent3_orangutan,agent3_chimpanzee,agent4_panda,agent4_sea turtle,agent4_koala,agent4_peacock,agent4_lion,agent4_octopus,agent4_snow leopard,agent4_quokka,agent4_sea otter,agent4_honeybee,agent4_elephant,agent4_kangaroo,agent4_penguin,agent4_giraffe,agent4_orangutan,agent4_chimpanzee,agent5_panda,agent5_sea turtle,agent5_koala,agent5_peacock,agent5_lion,agent5_dolphin,agent5_octopus,agent5_snow leopard,agent5_quokka,agent5_sea otter,agent5_honeybee,agent5_elephant,agent5_kangaroo,agent5_penguin,agent5_giraffe,agent5_orangutan,agent5_chimpanzee,agent4_dolphin
4.0,-8.387994766235352,-7.344749450683594,-7.527046203613281,-5.811361789703369,-4.908422946929932,-4.94758939743042,-4.419867992401123,-7.635861873626709,-7.640954971313477,-7.56400728225708,-7.536587715148926,-4.965475559234619,-6.579958438873291,-8.051482200622559,-4.066882610321045,-8.559528350830078,-7.038694381713867,-10.830031394958496,-10.833880424499512,-11.413778305053713,-11.219341278076172,-12.720651626586914,-4.818787097930908,-0.185343861579895,-10.008198738098145,-5.427361965179443,-7.305619716644287,-8.160874366760254,-8.384559631347656,-12.986345291137695,-14.57551097869873,-10.126090049743652,-8.741827011108398,-8.566635131835938,-10.3099365234375,-11.510272026062012,-11.619627952575684,-11.861236572265623,-12.48952579498291,-4.596137523651123,-0.1020954474806785,-9.077821731567385,-6.7192864418029785,-6.872426986694336,-9.126544952392578,-7.596195697784424,-13.323357582092283,-14.27640438079834,-10.574334144592283,-8.5968599319458,-8.561446189880371,-10.22002410888672,-10.617080688476562,-10.71419906616211,-11.094614028930664,-11.732332229614258,-4.052849292755127,-0.3536544740200043,-9.619561195373535,-6.058840751647949,-7.054721832275391,-7.164687156677246,-7.567503452301025,-11.9482421875,-12.954968452453612,-9.82871913909912,-8.946537017822266,-8.006878852844238,-10.279600143432615,-11.603307723999023,-10.870335578918455,-12.109050750732422,-11.578932762145996,-0.2436330169439315,-10.610618591308594,-7.057395458221436,-6.846275329589844,-7.650693893432617,-6.897502422332764,-12.644124984741213,-12.42911148071289,-10.080551147460938,-8.949597358703613,-7.578994750976562,-11.246173858642578,-12.297395706176758,-11.88016128540039,-12.100361824035645,-11.78785514831543,-4.119211196899414,-0.2016610652208328,-11.123834609985352,-7.035472869873047,-7.055634021759033,-8.018104553222656,-7.25605583190918,-12.879734992980955,-13.934365272521973,-10.275792121887209,-9.025593757629396,-7.8013014793396,-3.535295009613037
18.0,-8.854412078857422,-8.04196548461914,-8.201725959777832,-6.372357368469238,-4.210022449493408,-5.424785137176514,-5.713153839111328,-8.319483757019043,-10.108290672302246,-8.242110252380371,-8.515952110290527,-4.845473766326904,-7.301167488098144,-8.279540061950684,-5.251452445983887,-8.710697174072266,-6.689821720123291,-10.073772430419922,-11.770135879516602,-10.023324012756348,-10.392428398132324,-11.39437770843506,-4.167923450469971,-0.3061279356479645,-9.265812873840332,-5.7565107345581055,-7.322305202484131,-7.901033878326416,-7.974242687225342,-12.014925003051758,-13.123555183410645,-9.891303062438965,-8.937004089355469,-8.482336044311523,-10.797877311706545,-11.62984848022461,-10.934279441833496,-12.515199661254885,-11.8810453414917,-4.506359577178955,-0.1607714593410492,-10.818367004394531,-7.211492538452148,-7.030125617980957,-7.632122039794922,-7.546021938323975,-12.941339492797852,-13.019821166992188,-10.470687866210938,-8.661664009094238,-7.564672470092773,-9.22767448425293,-11.108861923217772,-9.839797973632812,-11.974230766296388,-11.21816635131836,-3.251573324203491,-0.325576514005661,-9.929649353027344,-7.417490005493164,-6.7188401222229,-7.360414505004883,-6.370889663696289,-12.032398223876951,-11.24986743927002,-9.920164108276367,-8.137877464294434,-7.288065433502197,-9.60212516784668,-11.232314109802246,-10.35590934753418,-12.13364601135254,-11.022939682006836,-0.262585699558258,-10.519357681274414,-7.540981769561768,-6.772066593170166,-7.62973165512085,-6.255505084991455,-12.309151649475098,-11.805468559265137,-9.830678939819336,-8.388827323913574,-7.154179096221924,-9.917022705078123,-11.166922569274902,-11.060049057006836,-12.574466705322266,-10.94819164276123,-3.17458438873291,-0.2669325470924377,-11.143367767333984,-8.186180114746094,-6.591406345367432,-7.631702899932861,-5.670293807983398,-12.149019241333008,-11.6025972366333,-9.573535919189451,-8.397138595581055,-6.685375690460205,-3.139147520065308
14.0,-8.308080673217773,-7.327195644378662,-7.603235721588135,-5.856939792633057,-4.195028305053711,-4.798636436462402,-5.313230514526367,-7.619208812713623,-8.145731925964355,-7.165182590484619,-8.57421875,-4.679568290710449,-6.752945423126221,-8.348498344421387,-4.439833641052246,-8.272710800170898,-6.933121681213379,-5.894510269165039,-8.373615264892578,-6.551336765289307,-7.5569658279418945,-6.711043357849121,-3.709930419921875,-1.4698185920715332,-5.997189521789551,-4.547371864318848,-5.249950885772705,-6.212101936340332,-4.233782768249512,-7.263587474822998,-6.389803886413574,-5.484161376953125,-6.675108909606934,-6.058612823486328,-9.233445167541504,-10.591445922851562,-10.291308403015137,-11.602249145507812,-11.195586204528809,-3.5064902305603027,-0.2346944361925125,-9.73750114440918,-6.854441165924072,-6.502473831176758,-7.416908264160156,-6.617846965789795,-12.33627700805664,-11.514603614807127,-9.79941749572754,-8.171212196350098,-7.345329761505127,-9.315957069396973,-10.90276336669922,-9.767390251159668,-11.902125358581545,-10.645325660705566,-3.747925519943237,-0.3408690094947815,-9.781261444091797,-7.356409549713135,-6.600069522857666,-7.229804039001465,-6.582070827484131,-11.881207466125488,-10.901926040649414,-9.516372680664062,-8.150444984436035,-7.057321071624756,-9.472342491149902,-11.369890213012695,-10.338376998901367,-12.512866020202637,-10.909157752990724,-0.214219331741333,-10.433015823364258,-8.081940650939941,-6.910295486450195,-7.683995246887207,-6.10147762298584,-12.753334999084473,-11.106951713562012,-10.035094261169434,-8.243584632873535,-7.244837284088135,-9.392698287963867,-10.885093688964844,-10.81919288635254,-12.071629524230955,-10.414475440979004,-3.1506643295288086,-0.3190074861049652,-10.728537559509276,-8.194384574890137,-6.495785713195801,-7.25865888595581,-5.2854719161987305,-12.187686920166016,-10.469782829284668,-9.455180168151855,-8.182337760925293,-6.835678577423096,-3.234726905822754
12.0,-9.20249366760254,-8.66935920715332,-8.984915733337402,-7.674404621124268,-5.8531999588012695,-5.70411491394043,-5.647029876708984,-8.350542068481445,-9.18812084197998,-8.001826286315918,-8.602506637573242,-5.44077205657959,-8.035035133361816,-9.016390800476074,-5.977066993713379,-9.046097755432127,-7.720460891723633,-7.972416400909424,-10.508617401123049,-8.794496536254883,-10.545446395874023,-9.050399780273438,-3.4661355018615723,-1.7281674146652222,-7.453398704528809,-5.61176347732544,-5.831948280334473,-6.557146072387695,-5.662613391876221,-9.380488395690918,-8.910113334655762,-7.45656156539917,-7.3292365074157715,-7.833611965179443,-7.399965763092041,-8.783735275268555,-8.665741920471191,-10.67537784576416,-8.238354682922363,-2.613413095474243,-0.6893052458763123,-7.70673942565918,-6.784322261810303,-5.147128105163574,-5.022795677185059,-4.323889255523682,-9.193933486938477,-8.504708290100098,-7.144432544708252,-6.652650356292725,-7.097409248352051,-8.81357479095459,-10.75986099243164,-10.207176208496094,-11.999213218688965,-10.68293571472168,-3.641726016998291,-0.1543318182229995,-9.13888454437256,-7.171864032745361,-5.982945919036865,-6.401547431945801,-5.705647945404053,-11.370073318481444,-9.905495643615724,-8.88532543182373,-7.598199367523193,-7.089175224304199,-9.779592514038086,-10.77083969116211,-9.677308082580566,-12.163311004638672,-11.340877532958984,-0.1972612887620926,-9.640626907348633,-6.464905261993408,-5.982692241668701,-6.3562750816345215,-7.045296669006348,-12.247308731079102,-11.694238662719728,-9.743314743041992,-8.403332710266113,-7.884954929351807,-8.918523788452148,-11.001117706298828,-9.8759765625,-11.937081336975098,-10.697430610656738,-4.097573280334473,-0.3288362026214599,-10.032721519470217,-6.632439613342285,-5.767244815826416,-5.52268123626709,-5.824182510375977,-11.325532913208008,-10.511749267578123,-8.926444053649902,-7.980178356170654,-6.923558712005615,-5.261419296264648
21.0,-10.65610122680664,-11.320357322692873,-8.320064544677734,-9.574996948242188,-7.0061564445495605,-6.439778804779053,-6.6117682456970215,-11.727787017822266,-9.187437057495115,-10.318703651428224,-9.80008029937744,-6.258177280426025,-9.03395652770996,-8.90396499633789,-7.908410549163818,-9.944624900817873,-8.635013580322266,-9.010985374450684,-12.529632568359377,-8.423590660095215,-10.128515243530272,-9.522610664367676,-4.646851539611816,-3.3857946395874023,-9.763083457946776,-5.997058868408203,-7.852286338806152,-8.768285751342773,-7.361570358276367,-9.155932426452637,-8.84857177734375,-8.850553512573242,-9.51646900177002,-8.817829132080078,-9.883434295654297,-12.17953109741211,-10.562692642211914,-11.978516578674316,-12.80698585510254,-3.1488003730773926,-0.352634847164154,-11.320760726928713,-7.293045043945312,-7.649138927459717,-8.907999038696289,-7.7930779457092285,-13.168098449707031,-11.691354751586914,-11.276759147644045,-9.295941352844238,-9.470321655273438,-10.061748504638672,-11.549039840698242,-10.77749729156494,-12.386761665344238,-12.574975967407228,-3.62770676612854,-0.3102276921272278,-10.762459754943848,-7.745471954345703,-7.308330535888672,-8.334396362304688,-7.2444353103637695,-13.044512748718262,-11.934082984924316,-11.02967929840088,-8.917180061340332,-8.733877182006836,-9.747716903686523,-10.919355392456056,-10.76771354675293,-12.79323387145996,-11.898266792297363,-0.2704015672206878,-10.875661849975586,-8.28054428100586,-6.750234127044678,-8.039419174194336,-6.4838714599609375,-13.00515079498291,-11.577372550964355,-10.543743133544922,-8.510702133178711,-7.986522197723389,-10.443479537963867,-10.972982406616213,-11.651540756225586,-12.36375617980957,-12.62541389465332,-3.966491222381592,-0.2369852066040039,-10.946279525756836,-7.659883499145508,-6.498007774353027,-7.85032844543457,-6.54685640335083,-12.918237686157228,-12.385746955871582,-10.580286979675291,-8.88379955291748,-8.621014595031738,-3.133747100830078
23.0,-10.276877403259276,-9.51465892791748,-9.538954734802246,-7.557539939880371,-6.675094604492188,-6.678995132446289,-6.3614654541015625,-8.719491004943848,-9.859002113342283,-8.885178565979004,-9.556970596313477,-7.163214683532715,-8.404084205627441,-10.338083267211914,-6.901323795318604,-10.234435081481934,-8.968463897705078,-8.345555305480957,-10.067255020141602,-8.16666030883789,-7.2746076583862305,-7.514219284057617,-4.86152458190918,-2.700255870819092,-7.190993785858154,-5.7379469871521,-6.8432230949401855,-8.05379867553711,-6.640791893005371,-8.65264892578125,-9.738853454589844,-7.300416469573975,-9.12489414215088,-9.107046127319336,-6.885916709899902,-9.663854598999023,-8.39013957977295,-8.880770683288574,-7.585971832275391,-3.7880334854125977,-0.3613800704479217,-8.04367446899414,-6.035982131958008,-6.343153953552246,-7.03654670715332,-3.9598875045776367,-10.020596504211426,-8.106575012207031,-7.523063659667969,-7.972218990325928,-7.51284646987915,-7.940501689910889,-10.306085586547852,-10.008074760437012,-10.921060562133787,-11.24803352355957,-3.0221762657165527,-0.2247573584318161,-8.757730484008789,-6.261925220489502,-6.139880657196045,-7.723685264587402,-5.553447246551514,-12.621803283691406,-10.989253997802734,-9.84374713897705,-7.7165913581848145,-8.379059791564941,-8.616785049438477,-9.779773712158203,-9.791698455810549,-11.40353298187256,-9.992374420166016,-0.3437779247760772,-9.02080249786377,-7.1220221519470215,-6.217352390289307,-6.87399959564209,-5.619946479797363,-11.675664901733398,-10.93443202972412,-9.067578315734863,-7.866056442260742,-6.773086071014404,-7.817343711853027,-9.93855094909668,-9.073092460632324,-11.38950252532959,-8.823983192443848,-2.5378973484039307,-0.4789392352104187,-9.03489589691162,-7.508390426635742,-6.021480083465576,-6.0181403160095215,-4.46087646484375,-10.791359901428224,-9.588746070861816,-8.60683536529541,-7.416511058807373,-6.432064056396484,-3.08853816986084
9.0,-8.537993431091309,-8.24366283416748,-7.911689758300781,-6.310275554656982,-5.012735366821289,-4.563124656677246,-4.973344802856445,-7.922358989715576,-8.21444320678711,-7.860942363739014,-8.54587173461914,-4.926760673522949,-7.160507678985596,-7.593045711517334,-5.306002616882324,-8.922687530517578,-7.338993072509766,-7.140420913696289,-10.462221145629885,-7.542844295501709,-8.41386890411377,-7.564351081848144,-2.901904344558716,-1.6430097818374634,-7.33750057220459,-5.05427885055542,-6.562483310699463,-6.3920722007751465,-5.324193000793457,-7.775057792663574,-8.232178688049316,-6.6383585929870605,-8.542335510253906,-7.258674144744873,-9.744765281677246,-11.464665412902832,-10.042654037475586,-12.177800178527832,-11.317553520202637,-3.330611228942871,-0.2179512083530426,-10.637277603149414,-7.162448406219482,-6.638465881347656,-7.73908519744873,-6.740761756896973,-12.459558486938477,-11.723044395446776,-9.878987312316896,-8.082209587097168,-7.293164253234863,-8.965999603271484,-10.984771728515623,-9.355539321899414,-11.540141105651855,-10.416828155517578,-3.138972759246826,-0.383805513381958,-10.07889175415039,-7.548789024353027,-6.758811473846436,-7.345216274261475,-6.141653537750244,-11.263998031616213,-10.46642017364502,-9.190240859985352,-8.09268856048584,-6.6394548416137695,-8.93151569366455,-11.836920738220217,-10.139740943908691,-12.119502067565918,-10.968972206115724,-0.2471606433391571,-10.334247589111328,-7.876284599304199,-6.656383037567139,-8.009641647338867,-6.116353988647461,-12.159175872802734,-10.989569664001465,-9.72935962677002,-7.937795162200928,-7.107656478881836,-9.812034606933594,-11.486730575561523,-10.954174995422363,-12.383270263671877,-11.051399230957031,-3.404541492462158,-0.2537626028060913,-11.16733741760254,-8.12203598022461,-6.865622997283936,-7.82965087890625,-6.162116527557373,-12.251395225524902,-11.3212890625,-9.64627742767334,-8.686442375183105,-6.810472011566162,-2.788799285888672
11.0,-8.731451034545898,-7.7475128173828125,-7.325397491455078,-6.032859325408936,-4.776273727416992,-4.904098510742188,-4.879788398742676,-6.876017093658447,-8.061922073364258,-7.614482879638672,-8.188003540039062,-5.097599983215332,-6.940180778503418,-8.364062309265137,-5.062041282653809,-8.960463523864746,-7.029540061950684,-10.945669174194336,-11.848465919494627,-10.651155471801758,-11.287187576293944,-12.106487274169922,-5.031705856323242,-0.2334865927696228,-10.437734603881836,-5.838270664215088,-7.102365970611572,-7.765540599822998,-8.188718795776367,-12.77415943145752,-13.78286361694336,-10.213364601135254,-9.102991104125977,-8.44344711303711,-10.86763858795166,-11.20233154296875,-11.009017944335938,-11.650372505187988,-11.549363136291504,-4.470245361328125,-0.1837229132652282,-10.993524551391602,-6.759333610534668,-6.870949745178223,-7.253832817077637,-7.420166015625,-12.665929794311523,-12.764690399169922,-10.03957748413086,-9.109393119812012,-7.289918422698975,-10.205829620361328,-11.521045684814451,-10.62984848022461,-12.167143821716309,-11.136902809143066,-3.9391815662384033,-0.1895394921302795,-10.399487495422363,-7.142197132110596,-6.735586643218994,-7.574562072753906,-7.1682305335998535,-12.497456550598145,-12.32148551940918,-10.043207168579102,-8.401021003723145,-7.12338924407959,-9.506636619567873,-11.436372756958008,-10.133719444274902,-11.93345832824707,-11.18735408782959,-0.2787875533103943,-9.781821250915527,-7.02506685256958,-6.587288856506348,-7.420526027679443,-7.036147594451904,-11.88015842437744,-11.93715476989746,-10.027779579162598,-8.256332397460938,-7.219619274139404,-10.5250825881958,-12.179243087768556,-11.30148983001709,-11.294723510742188,-11.39240550994873,-4.09789514541626,-0.3642894327640533,-10.445720672607422,-6.450058937072754,-7.146795272827148,-7.73053503036499,-7.438299655914307,-11.948684692382812,-12.746209144592283,-9.924753189086914,-8.949254035949707,-7.457733154296875,-3.677801609039306
16.0,-10.343859672546388,-9.395269393920898,-9.183433532714844,-7.470229148864746,-6.396903038024902,-6.332076072692871,-5.699551105499268,-8.632229804992676,-6.907805919647217,-9.831408500671388,-9.273113250732422,-6.449644088745117,-8.503836631774902,-8.97716999053955,-6.880067825317383,-10.433090209960938,-8.322253227233887,-10.157215118408203,-11.23366928100586,-10.50584602355957,-10.65162181854248,-12.631861686706545,-4.687445163726807,-0.2681362628936767,-9.048815727233888,-5.495634078979492,-7.1736273765563965,-8.741838455200195,-8.436443328857422,-13.234397888183594,-14.259116172790527,-10.820853233337402,-8.476821899414062,-9.920022010803224,-10.834820747375488,-12.006675720214844,-11.251300811767578,-11.877204895019531,-12.24370002746582,-4.501736640930176,-0.2293587774038314,-10.43344497680664,-7.007429122924805,-7.378729343414307,-8.256011962890625,-7.812423706054687,-12.97996997833252,-13.86489963531494,-10.83075714111328,-9.182572364807127,-8.272096633911133,-10.260066986083984,-11.86122989654541,-11.265806198120115,-12.593827247619627,-11.757946968078612,-3.699236869812012,-0.2090946435928344,-10.557674407958984,-7.573902606964111,-7.067401885986328,-8.218233108520508,-6.976577758789063,-13.080050468444824,-12.441078186035156,-10.53026008605957,-8.700236320495605,-7.595494747161865,-9.513957023620604,-11.469754219055176,-10.84646987915039,-11.969897270202637,-11.233087539672852,-0.3249269127845764,-10.416497230529783,-7.300434589385986,-6.773756504058838,-7.931792259216309,-6.545257568359375,-12.275253295898438,-11.490424156188965,-10.071986198425291,-8.736324310302734,-7.244807720184326,-10.629498481750488,-13.195791244506836,-11.950517654418944,-13.04301643371582,-12.180782318115234,-3.454139232635498,-0.1926092803478241,-11.302433013916016,-7.69365644454956,-7.092741966247559,-7.943314075469971,-6.903649806976318,-12.73564910888672,-13.629690170288086,-10.569405555725098,-8.924586296081543,-7.96852970123291,-3.048770904541016
10.0,-8.519624710083008,-7.985649585723877,-7.82296085357666,-5.933608055114746,-5.02484941482544,-4.720798015594482,-4.751262664794922,-7.674538612365723,-8.171640396118164,-7.380000591278076,-7.869693756103516,-4.912326335906982,-7.016549110412598,-7.972298622131348,-5.362647533416748,-8.332819938659668,-6.804490566253662,-10.383605003356934,-11.716955184936523,-9.874290466308594,-10.150883674621582,-11.423906326293944,-4.665770053863525,-0.3402080237865448,-9.368328094482422,-4.855768203735352,-6.9495720863342285,-7.659665107727051,-8.023598670959473,-11.261425971984863,-13.197310447692873,-9.560263633728027,-8.550259590148926,-8.060995101928711,-9.295510292053224,-11.112831115722656,-10.553420066833496,-11.672682762145996,-11.249347686767578,-3.281163692474365,-0.2491680681705474,-10.331743240356444,-6.898652076721191,-6.356654167175293,-7.372366905212402,-6.001977443695068,-11.9817533493042,-11.427230834960938,-9.46962833404541,-8.360395431518555,-7.221318244934082,-9.518070220947266,-12.439022064208984,-11.109038352966309,-12.363630294799805,-11.517067909240724,-3.181011199951172,-0.2434220612049102,-10.76960277557373,-7.400652885437012,-6.481162071228027,-8.306564331054688,-6.383149147033691,-12.515462875366213,-11.744305610656738,-9.900444984436035,-8.356474876403809,-7.488245964050293,-9.846719741821287,-12.367213249206545,-10.659847259521484,-12.444775581359863,-11.445756912231444,-0.2414330542087555,-10.83696174621582,-7.85739278793335,-6.945806503295898,-8.101848602294922,-6.663274765014648,-12.745182037353516,-12.203461647033691,-10.051581382751465,-8.48430347442627,-7.444544792175293,-9.883323669433594,-11.733664512634276,-10.8355131149292,-11.626399993896484,-10.998279571533203,-3.3723511695861816,-0.3924918174743652,-10.983572959899902,-7.797727584838867,-6.852020263671875,-7.7590484619140625,-6.383768558502197,-12.035069465637209,-11.640904426574709,-9.593510627746582,-8.87602424621582,-6.914716720581055,-3.357412338256836
6.0,-10.33974838256836,-9.760692596435549,-8.224989891052246,-8.41896915435791,-6.762447357177734,-6.140755653381348,-6.150784969329834,-9.716874122619627,-8.187482833862305,-9.020113945007324,-9.618423461914062,-6.142511367797852,-8.47626781463623,-8.813430786132812,-6.181993007659912,-9.651617050170898,-8.043734550476074,-9.597412109375,-11.69522476196289,-8.83227252960205,-9.820586204528809,-8.00180435180664,-5.715527534484863,-4.320425510406494,-9.113197326660156,-6.383029460906982,-8.478419303894043,-8.901620864868164,-6.5394287109375,-9.271024703979492,-8.829981803894043,-7.40915060043335,-10.107806205749512,-7.924201488494873,-8.40449333190918,-13.171417236328123,-8.899612426757812,-9.852880477905272,-9.35067367553711,-2.70833683013916,-1.0705264806747437,-8.264158248901367,-4.728648662567139,-6.7425689697265625,-8.27613353729248,-6.339781761169434,-9.531373977661133,-8.647906303405762,-8.184371948242188,-8.807003021240234,-8.16877269744873,-9.691448211669922,-11.635261535644531,-10.414834976196287,-11.332048416137695,-11.950334548950195,-3.402872323989868,-0.2913827002048492,-9.57683563232422,-6.464249134063721,-6.905018329620361,-7.917167663574219,-6.882198810577393,-12.015724182128906,-11.161713600158691,-9.983144760131836,-8.627017974853516,-8.352620124816895,-8.12465763092041,-11.289560317993164,-9.239388465881348,-9.799863815307615,-11.11229133605957,-0.2868033647537231,-7.137985229492188,-4.740711212158203,-6.011951923370361,-7.817928791046143,-6.875442981719971,-10.848801612854004,-10.520434379577637,-9.295292854309082,-7.584307193756103,-8.874507904052734,-8.903324127197266,-10.840986251831056,-9.728257179260254,-10.767653465270996,-10.743999481201172,-3.680420637130737,-0.120239071547985,-8.79236888885498,-7.194424629211426,-6.535856246948242,-7.339059829711914,-5.330245494842529,-10.877138137817385,-9.218707084655762,-8.738208770751953,-7.987767219543457,-7.628274440765381,-4.054620265960693
5.0,-10.409361839294434,-9.371593475341797,-10.785451889038086,-8.405604362487793,-6.889723300933838,-6.6977858543396,-7.388058662414551,-9.48073673248291,-12.514931678771973,-10.061982154846191,-10.618971824645996,-6.71118688583374,-9.222325325012209,-10.562481880187988,-7.6280412673950195,-11.063549995422363,-9.267606735229492,-7.556946754455566,-8.857183456420898,-8.031623840332031,-7.364352703094482,-7.795612335205078,-3.6689612865448,-1.5994727611541748,-7.06563138961792,-4.904552459716797,-6.3662848472595215,-6.115757465362549,-5.840909004211426,-8.43532943725586,-8.477457046508789,-7.282944679260254,-8.168105125427246,-7.580981731414795,-10.088147163391112,-11.48415184020996,-10.711591720581056,-11.084474563598633,-12.27439785003662,-3.9075889587402335,-0.2738784253597259,-9.926201820373535,-6.032808780670166,-6.725054740905762,-8.17834186553955,-7.515397071838379,-12.756508827209473,-13.845325469970703,-10.335013389587402,-8.38237476348877,-8.502554893493652,-9.085290908813477,-11.006078720092772,-9.581066131591797,-11.4869384765625,-11.166839599609377,-3.360088348388672,-0.3293064832687378,-9.888708114624023,-7.018869400024414,-6.760358333587647,-6.713589191436768,-6.7693634033203125,-11.714347839355469,-10.583889961242676,-10.058060646057127,-8.559782981872559,-7.293478965759277,-9.211258888244627,-11.366728782653809,-9.686260223388672,-11.949589729309082,-10.597418785095217,-0.2846418917179107,-10.270052909851074,-7.643431186676025,-6.467548370361328,-7.39713716506958,-5.944226741790772,-12.087018966674805,-10.207841873168944,-9.738362312316896,-7.942590236663818,-6.718240737915039,-10.145442962646484,-12.687518119812012,-10.691535949707031,-12.67943000793457,-11.049302101135254,-2.8920199871063232,-0.1992257386445999,-11.300631523132324,-8.548933029174805,-6.66105842590332,-8.1031494140625,-5.806365966796875,-12.691834449768066,-11.267375946044922,-9.994823455810549,-7.760721206665039,-6.728245735168457,-2.776493549346924
7.0,-10.069477081298828,-9.13525676727295,-9.940752983093262,-8.258193016052246,-6.185659885406494,-6.216480731964111,-6.475309371948242,-9.360193252563477,-10.692158699035645,-8.895395278930664,-10.466510772705078,-6.037203311920166,-8.631553649902344,-9.560837745666504,-7.104986190795898,-9.478533744812012,-8.37108325958252,-8.5090970993042,-10.95281982421875,-9.270090103149414,-7.792538642883301,-7.0584259033203125,-4.980835914611816,-3.0689961910247803,-8.078676223754883,-6.330889701843262,-7.253810882568359,-8.433430671691895,-5.833541870117188,-9.026108741760254,-9.65532398223877,-7.453706741333008,-7.957417964935303,-7.925698280334473,-9.890209197998049,-11.405292510986328,-10.48096752166748,-11.755878448486328,-11.175821304321287,-3.575718879699707,-0.2438835054636001,-10.14604377746582,-6.569448947906494,-6.539279460906982,-7.964424133300781,-6.903925895690918,-12.579833030700684,-12.354516983032228,-9.802684783935549,-8.187265396118164,-7.722017288208008,-9.578483581542969,-10.92055892944336,-10.183799743652344,-11.484651565551758,-11.206978797912598,-3.557969808578491,-0.2599335610866546,-9.964253425598145,-6.688799858093262,-6.3136820793151855,-7.430388927459717,-6.583789348602295,-12.334875106811523,-12.052215576171877,-9.630130767822266,-8.03705883026123,-7.48615550994873,-9.701719284057615,-11.099004745483398,-10.018357276916504,-11.436930656433104,-10.697547912597656,-0.4171510338783264,-9.945159912109377,-7.015628337860107,-6.516444683074951,-7.201961517333984,-6.852498531341553,-11.515796661376951,-11.245920181274414,-9.472944259643556,-8.516571998596191,-7.065699100494385,-10.419686317443848,-12.061944961547852,-11.186763763427734,-12.408369064331056,-11.218154907226562,-3.3800010681152344,-0.2388264834880828,-11.05046844482422,-8.076922416687012,-6.628970623016357,-7.828188896179199,-6.273123741149902,-12.55814266204834,-12.255338668823242,-9.993290901184082,-8.338403701782227,-7.010214328765869,-3.4515726566314697
17.0,-8.69620132446289,-8.172076225280762,-8.650275230407715,-6.955324649810791,-5.131474018096924,-4.951411724090576,-5.659046649932861,-8.458138465881348,-9.848350524902344,-7.906174182891846,-9.382221221923828,-4.764395236968994,-7.018909454345703,-8.421862602233887,-6.032721042633057,-9.191720008850098,-7.668562412261963,-7.766141891479492,-8.83928108215332,-8.302682876586914,-8.430336952209473,-6.698086738586426,-3.908270120620728,-4.046365737915039,-8.26102352142334,-7.38625431060791,-6.710509777069092,-8.20855712890625,-4.904651641845703,-7.781109809875488,-8.08386516571045,-6.64781665802002,-8.867348670959473,-8.399955749511719,-7.817338466644287,-9.216968536376951,-8.644445419311523,-7.750095367431641,-8.14760971069336,-3.339503049850464,-1.3858649730682373,-7.344585418701172,-6.750840187072754,-6.488592624664307,-6.654313564300537,-5.169869899749756,-8.843607902526855,-9.545412063598633,-7.661892890930176,-8.619418144226074,-7.906989574432373,-9.388325691223145,-10.735084533691406,-10.057729721069336,-10.868569374084473,-11.266125679016112,-3.57037615776062,-0.3768185079097748,-9.666558265686035,-6.252243041992188,-6.321516513824463,-7.199643135070801,-6.901897430419922,-11.65469455718994,-11.34394073486328,-9.501949310302734,-8.607612609863281,-7.721623420715332,-9.914368629455566,-11.140613555908203,-10.660564422607422,-11.60609531402588,-11.580316543579102,-0.2403691112995147,-10.085433959960938,-6.663127899169922,-6.359584331512451,-7.588852405548096,-6.986454963684082,-12.253541946411133,-12.3772611618042,-9.809720039367676,-8.71847915649414,-7.640196800231934,-10.725582122802734,-11.514516830444336,-11.017147064208984,-11.409944534301758,-11.660839080810549,-4.420777320861816,-0.2127008587121963,-10.551640510559082,-6.894976615905762,-6.591576099395752,-7.572290420532227,-7.056906700134277,-11.996170997619627,-12.901288986206056,-9.720168113708496,-9.390292167663574,-7.766210556030273,-3.78152108192444
